date,action,asset,entry_price,exit_price,shares,notional,leverage,vix,pnl,equity_before,vix_chg_pct,smh_ret_pct,dd_pct
2023-03-07,ENTER_SHORT,SOXL,14.335248947143556,,6529.745216814039,93605.52324444913,1.0,19.59000015258789,0.0,93605.52324444913,5.265983396535834,-1.1162289753453236,
2023-03-07,EXIT_SHORT,SOXL,14.335248947143556,14.335248947143556,6529.745216814039,,,,0.0,93605.52324444913,,,
2023-03-09,ENTER_SHORT,SOXL,14.5896635055542,,9804.388229772676,143042.72515019955,1.5,22.61000061035156,0.0,95361.81676679969,18.31501773005759,-1.9159780126280612,
2023-03-09,EXIT_SHORT,SOXL,14.5896635055542,14.5896635055542,9804.388229772676,,,,0.0,95361.81676679969,,,
2023-03-10,ENTER_SHORT,SOXL,13.748139381408691,,9924.229173961978,136439.6859366717,1.5,24.799999237060547,0.0,90959.7906244478,9.685973319727982,-1.6181835487841023,
2023-03-10,EXIT_SHORT,SOXL,13.748139381408691,13.748139381408691,9924.229173961978,,,,0.0,90959.7906244478,,,
2023-03-15,ENTER_SHORT,SOXL,14.374388694763184,,9985.290015646053,143532.4399148343,1.5,26.13999938964844,0.0,95688.2932765562,10.155920328285827,-1.1239601630083529,
2023-03-15,EXIT_SHORT,SOXL,14.374388694763184,14.374388694763184,9985.290015646053,,,,0.0,95688.2932765562,,,
2023-03-17,ENTER_SHORT,SOXL,15.78345012664795,,9992.61712269046,157717.97399067323,1.5,25.510000228881836,0.0,105145.31599378215,10.96128961658145,-0.5087377461437059,
2023-03-17,EXIT_SHORT,SOXL,15.78345012664795,15.78345012664795,9992.61712269046,,,,0.0,105145.31599378215,,,
2023-03-22,ENTER_SHORT,SOXL,15.915043830871582,,10089.31702449225,160571.922668353,1.5,22.260000228881836,0.0,107047.94844556868,4.116001415613146,-0.6426420995060744,
2023-03-22,EXIT_SHORT,SOXL,15.915043830871582,15.915043830871582,10089.31702449225,,,,0.0,107047.94844556868,,,
2023-04-04,ENTER_SHORT,SOXL,16.45404052734375,,6893.152119869393,113420.20434147646,1.0,19.0,0.0,113420.20434147646,2.425880223436394,-1.5361574137281897,
2023-04-04,EXIT_SHORT,SOXL,16.45404052734375,16.45404052734375,6893.152119869393,,,,0.0,113420.20434147646,,,
2023-04-25,STOP_LOSS_LONG,SMH,116.11229705810548,117.9818115234375,2282.3579437199423,,,,4266.90119084987,92603.50904222878,,,-3.169916217913448
2023-04-25,ENTER_LONG,SMH,117.9818115234375,,2354.689452038955,277810.5271266863,3.0,18.760000228881836,0.0,92603.50904222878,,,
2023-04-25,ENTER_SHORT,SOXL,12.935870170593262,,7158.660980746517,92603.50904222878,1.0,18.760000228881836,0.0,92603.50904222878,11.071645392595375,-3.169916217913449,
2023-04-25,EXIT_SHORT,SOXL,12.935870170593262,12.935870170593262,7158.660980746517,,,,0.0,92603.50904222878,,,
2023-05-02,ENTER_SHORT,SOXL,14.062861442565918,,7229.2039238536645,101663.29312120794,1.0,17.780000686645508,0.0,101663.29312120794,10.572144098292036,-0.8669876278807553,
2023-05-02,EXIT_SHORT,SOXL,14.062861442565918,14.062861442565918,7229.2039238536645,,,,0.0,101663.29312120794,,,
2023-05-03,ENTER_SHORT,SOXL,13.563065528869627,,7277.22248782551,98701.44547054105,1.0,18.34000015258789,0.0,98701.44547054105,3.1496031738794894,-1.0324692151720938,
2023-05-03,EXIT_SHORT,SOXL,13.563065528869627,13.563065528869627,7277.22248782551,,,,0.0,98701.44547054105,,,
2023-05-09,ENTER_SHORT,SOXL,13.661063194274902,,7382.313971617784,100850.25768624908,1.0,17.709999084472656,0.0,100850.25768624908,4.2991729205911655,-1.5431409256904005,
2023-05-09,EXIT_SHORT,SOXL,13.661063194274902,13.661063194274902,7382.313971617784,,,,0.0,100850.25768624908,,,
2023-05-19,ENTER_SHORT,SOXL,17.04203224182129,,7302.660668108037,124452.17855697735,1.0,16.809999465942383,0.0,124452.17855697735,4.73520414335562,-0.552068491386648,
2023-05-19,EXIT_SHORT,SOXL,17.04203224182129,17.04203224182129,7302.660668108037,,,,0.0,124452.17855697735,,,
2023-05-23,ENTER_SHORT,SOXL,16.58143424987793,,7221.114789582918,119736.44009429026,1.0,18.530000686645508,0.0,119736.44009429026,7.669969043541625,-1.4415493023169357,
2023-05-23,EXIT_SHORT,SOXL,16.58143424987793,16.58143424987793,7221.114789582918,,,,0.0,119736.44009429026,,,
2023-05-24,ENTER_SHORT,SOXL,15.70924472808838,,7336.635666723817,115253.0051693863,1.0,20.030000686645508,0.0,115253.0051693863,8.09498081174409,-1.4702512235156395,
2023-05-24,EXIT_SHORT,SOXL,15.70924472808838,15.70924472808838,7336.635666723817,,,,0.0,115253.0051693863,,,
2023-05-31,STOP_LOSS_LONG,SMH,117.9818115234375,142.38912963867188,2354.689452038955,,,,57471.654518501695,150075.16356073046,,,-2.5258363701259205
2023-05-31,ENTER_LONG,SMH,142.38912963867188,,3161.9372337248515,450225.4906821914,3.0,17.940000534057617,0.0,150075.16356073046,,,
2023-05-31,ENTER_SHORT,SOXL,20.72679328918457,,7240.63589899558,150075.16356073046,1.0,17.940000534057617,0.0,150075.16356073046,2.749149339943724,-2.5258363701259223,
2023-05-31,EXIT_SHORT,SOXL,20.72679328918457,20.72679328918457,7240.63589899558,,,,0.0,150075.16356073046,,,
2023-06-15,ENTER_SHORT,SOXL,25.430747985839844,,7146.35631802063,181737.18654059697,1.0,14.5,0.0,181737.18654059697,4.466857928293733,-0.719801611725801,
2023-06-15,EXIT_SHORT,SOXL,25.430747985839844,25.430747985839844,7146.35631802063,,,,0.0,181737.18654059697,,,
2023-06-21,STOP_LOSS_LONG,SMH,142.38912963867188,147.33175659179688,3161.9372337248515,,,,15628.276195497954,165703.4397562284,,,-2.2899717410498566
2023-06-21,ENTER_LONG,SMH,147.33175659179688,,3655.262053922507,538536.1792077423,3.25,13.199999809265137,0.0,165703.4397562284,,,
2023-06-23,ENTER_SHORT,SOXL,21.485105514526367,,7408.682698904574,159176.32950961075,1.0,13.4399995803833,0.0,159176.32950961075,4.1053426741707755,-1.6991091453812168,
2023-06-23,EXIT_SHORT,SOXL,21.485105514526367,21.485105514526367,7408.682698904574,,,,0.0,159176.32950961075,,,
2023-07-05,ENTER_SHORT,SOXL,23.40885353088379,,7288.170865914705,170607.7243082518,1.0,14.18000030517578,0.0,170607.7243082518,4.49521462100122,-1.8880342331318523,
2023-07-05,EXIT_SHORT,SOXL,23.40885353088379,23.40885353088379,7288.170865914705,,,,0.0,170607.7243082518,,,
2023-07-06,ENTER_SHORT,SOXL,22.55494499206543,,7277.909238061173,164152.84252171457,1.0,15.4399995803833,0.0,164152.84252171457,8.885749281314293,-1.1877808549403013,
2023-07-06,EXIT_SHORT,SOXL,22.55494499206543,22.55494499206543,7277.909238061173,,,,0.0,164152.84252171457,,,
2023-07-19,ENTER_SHORT,SOXL,26.78522491455078,,7430.36159152535,199023.906425446,1.0,13.760000228881836,0.0,199023.906425446,3.458646853760361,-1.0482877921024092,
2023-07-19,EXIT_SHORT,SOXL,26.78522491455078,26.78522491455078,7430.36159152535,,,,0.0,199023.906425446,,,
2023-07-20,STOP_LOSS_LONG,SMH,147.33175659179688,150.91293334960938,3655.262053922507,,,,13090.139511221263,178793.57926744968,,,-3.5376570865889834
2023-07-20,ENTER_LONG,SMH,150.91293334960938,,3850.4263333949402,581079.1326192115,3.25,13.989999771118164,0.0,178793.57926744968,,,
2023-08-02,STOP_LOSS_LONG,SMH,150.91293334960938,152.5604705810547,3850.4263333949402,,,,6343.720741205626,185137.3000086553,,,-3.66910363406179
2023-08-02,ENTER_LONG,SMH,152.5604705810547,,3640.6016441256193,555411.9000259659,3.0,16.09000015258789,0.0,185137.3000086553,,,
2023-08-02,ENTER_SHORT,SOXL,24.812406539916992,,7461.481001885706,185137.3000086553,1.0,16.09000015258789,0.0,185137.3000086553,15.506100503167609,-3.6691036340617877,
2023-08-02,EXIT_SHORT,SOXL,24.812406539916992,24.812406539916992,7461.481001885706,,,,0.0,185137.3000086553,,,
2023-08-11,STOP_LOSS_LONG,SMH,152.5604705810547,144.2438507080078,3640.6016441256193,,,,-30277.49998338225,154859.80002527306,,,-2.507161004040112
2023-08-11,ENTER_LONG,SMH,144.2438507080078,,3489.191030409705,503294.35008213745,3.25,14.84000015258789,0.0,154859.80002527306,,,
2023-08-15,ENTER_SHORT,SOXL,21.39677047729492,,7662.2484210242,163947.3708046702,1.0,16.459999084472656,0.0,163947.3708046702,11.06612296504428,-1.2013905521257362,
2023-08-15,EXIT_SHORT,SOXL,21.39677047729492,21.39677047729492,7662.2484210242,,,,0.0,163947.3708046702,,,
2023-08-17,ENTER_SHORT,SOXL,19.541730880737305,,7801.262551090783,152450.17330339024,1.0,17.889999389648438,0.0,152450.17330339024,6.615009878315026,-0.6757767568648987,
2023-08-17,EXIT_SHORT,SOXL,19.541730880737305,19.541730880737305,7801.262551090783,,,,0.0,152450.17330339024,,,
2023-08-24,STOP_LOSS_LONG,SMH,144.2438507080078,146.81875610351562,3489.191030409705,,,,8984.336810159413,163844.13683543247,,,-2.585585129539449
2023-08-24,ENTER_LONG,SMH,146.81875610351562,,3347.8856758583274,491532.41050629737,3.0,17.200000762939453,0.0,163844.13683543247,,,
2023-08-24,ENTER_SHORT,SOXL,20.032482147216797,,8178.92339208679,163844.13683543247,1.0,17.200000762939453,0.0,163844.13683543247,7.634551036616566,-2.585585129539447,
2023-08-24,EXIT_SHORT,SOXL,20.032482147216797,20.032482147216797,8178.92339208679,,,,0.0,163844.13683543247,,,
2023-09-06,ENTER_SHORT,SOXL,23.006441116333008,,7974.423580093513,183463.10653211887,1.0,14.449999809265137,0.0,183463.10653211887,3.140610800820931,-1.1623396462514979,
2023-09-06,EXIT_SHORT,SOXL,23.006441116333008,23.006441116333008,7974.423580093513,,,,0.0,183463.10653211887,,,
2023-09-07,STOP_LOSS_LONG,SMH,146.81875610351562,149.29498291015625,3347.8856758583274,,,,8290.124256128556,172134.26109156103,,,-2.2163386189154024
2023-09-07,ENTER_LONG,SMH,149.29498291015625,,3747.187866883877,559436.3485475733,3.25,14.399999618530272,0.0,172134.26109156103,,,
2023-09-12,ENTER_SHORT,SOXL,20.55268096923828,,8020.929924877461,164851.61382262284,1.0,14.229999542236328,0.0,164851.61382262284,3.1159372866542467,-0.7508823072662651,
2023-09-12,EXIT_SHORT,SOXL,20.55268096923828,20.55268096923828,8020.929924877461,,,,0.0,164851.61382262284,,,
2023-09-15,STOP_LOSS_LONG,SMH,149.29498291015625,144.8357696533203,3747.187866883877,,,,-16709.509811863365,155424.75127969767,,,-3.02530344063532
2023-09-15,ENTER_LONG,SMH,144.8357696533203,,3487.6083640671113,505130.4416590174,3.25,13.789999961853027,0.0,155424.75127969767,,,
2023-09-15,ENTER_SHORT,SOXL,19.42395401000977,,8001.705069915345,155424.75127969767,1.0,13.789999961853027,0.0,155424.75127969767,7.566304915127442,-3.0253034406353185,
2023-09-15,EXIT_SHORT,SOXL,19.42395401000977,19.42395401000977,8001.705069915345,,,,0.0,155424.75127969767,,,
2023-09-20,ENTER_SHORT,SOXL,18.16826629638672,,7952.508676795096,144483.29536433928,1.0,15.140000343322754,0.0,144483.29536433928,7.299792428826057,-1.643505335524642,
2023-09-20,EXIT_SHORT,SOXL,18.16826629638672,18.16826629638672,7952.508676795096,,,,0.0,144483.29536433928,,,
2023-09-21,ENTER_SHORT,SOXL,17.126144409179688,,7859.822862481756,134608.4613734346,1.0,17.540000915527344,0.0,134608.4613734346,15.852050976095722,-1.9981898172103052,
2023-09-21,EXIT_SHORT,SOXL,17.126144409179688,17.126144409179688,7859.822862481756,,,,0.0,134608.4613734346,,,
2023-09-26,ENTER_SHORT,SOXL,16.94918441772461,,7929.701945604374,134401.98065363817,1.0,18.940000534057617,0.0,134401.98065363817,12.0710116069503,-1.580876501954931,
2023-09-26,EXIT_SHORT,SOXL,16.94918441772461,16.94918441772461,7929.701945604374,,,,0.0,134401.98065363817,,,
2023-10-03,STOP_LOSS_LONG,SMH,144.8357696533203,141.05728149414062,3487.6083640671113,,,,-13177.88690748362,142246.86437221404,,,-2.222517908749281
2023-10-03,ENTER_LONG,SMH,141.05728149414062,,3025.299995834447,426740.5931166421,3.0,19.780000686645508,0.0,142246.86437221404,,,
2023-10-03,ENTER_SHORT,SOXL,17.58821678161621,,8087.622874929265,142246.86437221404,1.0,19.780000686645508,0.0,142246.86437221404,12.32254401523627,-2.2225179087492775,
2023-10-03,EXIT_SHORT,SOXL,17.58821678161621,17.58821678161621,8087.622874929265,,,,0.0,142246.86437221404,,,
2023-10-13,STOP_LOSS_LONG,SMH,141.05728149414062,146.38465881347656,3025.299995834447,,,,16116.91458199554,158363.77895420959,,,-2.503455354783634
2023-10-13,ENTER_LONG,SMH,146.38465881347656,,3245.499499151687,475091.33686262876,3.0,19.31999969482422,0.0,158363.77895420959,,,
2023-10-13,ENTER_SHORT,SOXL,18.659832000732425,,8486.881283175195,158363.77895420959,1.0,19.31999969482422,0.0,158363.77895420959,15.757933352966802,-2.5034553547836347,
2023-10-13,EXIT_SHORT,SOXL,18.659832000732425,18.659832000732425,8486.881283175195,,,,0.0,158363.77895420959,,,
2023-10-17,ENTER_SHORT,SOXL,18.97443199157715,,8336.043032268175,158171.68159463303,1.0,17.8799991607666,0.0,158171.68159463303,3.8930860658699107,-1.1792941588670725,
2023-10-17,EXIT_SHORT,SOXL,18.97443199157715,18.97443199157715,8336.043032268175,,,,0.0,158171.68159463303,,,
2023-10-18,STOP_LOSS_LONG,SMH,146.38465881347656,143.39541625976562,3245.499499151687,,,,-9701.585210911757,148662.19374329783,,,-2.0024222109275627
2023-10-18,ENTER_LONG,SMH,143.39541625976562,,3110.187151463571,445986.5812298935,3.0,19.219999313354492,0.0,148662.19374329783,,,
2023-10-18,ENTER_SHORT,SOXL,17.971641540527344,,8272.043119046966,148662.19374329783,1.0,19.219999313354492,0.0,148662.19374329783,7.494408364001504,-2.002422210927568,
2023-10-18,EXIT_SHORT,SOXL,17.971641540527344,17.971641540527344,8272.043119046966,,,,0.0,148662.19374329783,,,
2023-10-19,ENTER_SHORT,SOXL,17.135976791381836,,8498.174554888394,145624.52194167918,1.0,21.399999618530273,0.0,145624.52194167918,11.342353709976805,-0.6811128247943499,
2023-10-19,EXIT_SHORT,SOXL,17.135976791381836,17.135976791381836,8498.174554888394,,,,0.0,145624.52194167918,,,
2023-10-25,STOP_LOSS_LONG,SMH,143.39541625976562,136.81507873535156,3110.187151463571,,,,-20466.08122072622,128196.11252257161,,,-3.8747027011380575
2023-10-25,ENTER_LONG,SMH,136.81507873535156,,2811.008414588891,384588.33756771486,3.0,20.190000534057617,0.0,128196.11252257161,,,
2023-10-25,ENTER_SHORT,SOXL,14.717474937438965,,8710.469225699897,128196.11252257161,1.0,20.190000534057617,0.0,128196.11252257161,6.43121383691494,-3.8747027011380553,
2023-10-25,EXIT_SHORT,SOXL,14.717474937438965,14.717474937438965,8710.469225699897,,,,0.0,128196.11252257161,,,
2023-10-26,ENTER_SHORT,SOXL,14.481522560119627,,8618.767372053815,124812.87413882026,1.0,20.68000030517578,0.0,124812.87413882026,2.4269428338627552,-0.8797038425939374,
2023-10-26,EXIT_SHORT,SOXL,14.481522560119627,14.481522560119627,8618.767372053815,,,,0.0,124812.87413882026,,,
2023-11-13,ENTER_SHORT,SOXL,19.682289123535156,,8998.728541982524,177115.576907508,1.0,14.760000228881836,0.0,177115.576907508,4.163727236494141,-0.6103810906457618,
2023-11-13,EXIT_SHORT,SOXL,19.682289123535156,19.682289123535156,8998.728541982524,,,,0.0,177115.576907508,,,
2023-12-04,ENTER_SHORT,SOXL,21.933658599853516,,8386.090338147587,183937.64246445932,1.0,13.079999923706056,0.0,183937.64246445932,3.56294382571396,-1.4584539000652041,
2023-12-04,EXIT_SHORT,SOXL,21.933658599853516,21.933658599853516,8386.090338147587,,,,0.0,183937.64246445932,,,
2023-12-20,STOP_LOSS_LONG,SMH,136.81507873535156,167.81175231933594,2811.008414588891,,,,87131.91026884527,215328.02279141688,,,-2.7828886315929795
2023-12-20,ENTER_LONG,SMH,167.81175231933594,,4170.244720050333,699816.0740721049,3.25,13.670000076293944,0.0,215328.02279141688,,,
2023-12-20,ENTER_SHORT,SOXL,27.625986099243164,,7794.40132988831,215328.02279141688,1.0,13.670000076293944,0.0,215328.02279141688,9.09816733932547,-2.7828886315929835,
2023-12-20,EXIT_SHORT,SOXL,27.625986099243164,27.625986099243164,7794.40132988831,,,,0.0,215328.02279141688,,,
2024-01-02,STOP_LOSS_LONG,SMH,167.81175231933594,167.70257568359375,4170.244720050333,,,,-455.29328875671587,214872.72950266016,,,-3.3739341558764226
2024-01-02,ENTER_LONG,SMH,167.70257568359375,,4164.136227705913,698336.3708836455,3.25,13.199999809265137,0.0,214872.72950266016,,,
2024-01-02,ENTER_SHORT,SOXL,27.628942489624023,,7777.088449308368,214872.72950266016,1.0,13.199999809265137,0.0,214872.72950266016,6.024096477831753,-3.3739341558764235,
2024-01-02,EXIT_SHORT,SOXL,27.628942489624023,27.628942489624023,7777.088449308368,,,,0.0,214872.72950266016,,,
2024-01-03,ENTER_SHORT,SOXL,25.86518287658691,,7828.053751183886,202474.04184212338,1.0,14.039999961853027,0.0,202474.04184212338,6.363637611557316,-1.7754606773306092,
2024-01-03,EXIT_SHORT,SOXL,25.86518287658691,25.86518287658691,7828.053751183886,,,,0.0,202474.04184212338,,,
2024-01-17,ENTER_SHORT,SOXL,28.01322364807129,,8506.919041707712,238306.22567139444,1.0,14.789999961853027,0.0,238306.22567139444,6.864160395890595,-0.6033090646425654,
2024-01-17,EXIT_SHORT,SOXL,28.01322364807129,28.01322364807129,8506.919041707712,,,,0.0,238306.22567139444,,,
2024-01-26,STOP_LOSS_LONG,SMH,167.70257568359375,186.8578186035156,4164.136227705913,,,,79765.04099335376,294637.7704960139,,,-2.131300501614588
2024-01-26,ENTER_LONG,SMH,186.8578186035156,,5124.606298352823,957572.7541120453,3.25,13.260000228881836,0.0,294637.7704960139,,,
2024-01-31,ENTER_SHORT,SOXL,31.629423141479492,,8929.371220028172,282430.86070562,1.0,14.350000381469728,0.0,282430.86070562,7.813673396435394,-1.4422836670286987,
2024-01-31,EXIT_SHORT,SOXL,31.629423141479492,31.629423141479492,8929.371220028172,,,,0.0,282430.86070562,,,
2024-02-13,ENTER_SHORT,SOXL,36.29993438720703,,9662.22459057536,350738.1186723439,1.0,15.850000381469728,0.0,350738.1186723439,13.783201968635716,-1.8516693014494323,
2024-02-13,EXIT_SHORT,SOXL,36.29993438720703,36.29993438720703,9662.22459057536,,,,0.0,350738.1186723439,,,
2024-02-20,ENTER_SHORT,SOXL,35.88609313964844,,9558.218158449814,343007.107083209,1.0,15.420000076293944,0.0,343007.107083209,8.2865191302115,-1.9677793711985303,
2024-02-20,EXIT_SHORT,SOXL,35.88609313964844,35.88609313964844,9558.218158449814,,,,0.0,343007.107083209,,,
2024-02-28,ENTER_SHORT,SOXL,39.21654510498047,,9995.449405814346,391986.99246766855,1.0,13.84000015258789,0.0,391986.99246766855,3.0528655107632474,-1.110895525331046,
2024-02-28,EXIT_SHORT,SOXL,39.21654510498047,39.21654510498047,9995.449405814346,,,,0.0,391986.99246766855,,,
2024-03-05,ENTER_SHORT,SOXL,46.15333938598633,,9953.313626615658,459378.6618243549,1.0,14.460000038146973,0.0,459378.6618243549,7.190513591449865,-1.530632546925026,
2024-03-05,EXIT_SHORT,SOXL,46.15333938598633,46.15333938598633,9953.313626615658,,,,0.0,459378.6618243549,,,
2024-03-08,STOP_LOSS_LONG,SMH,186.8578186035156,223.30238342285156,5124.606298352823,,,,186764.04641389678,481401.8169099107,,,-3.920223758050119
2024-03-08,ENTER_LONG,SMH,223.30238342285156,,7006.44516630404,1564555.9049572097,3.25,14.739999771118164,0.0,481401.8169099107,,,
2024-03-08,ENTER_SHORT,SOXL,48.23240661621094,,9980.879053795987,481401.8169099107,1.0,14.739999771118164,0.0,481401.8169099107,2.0775637081209553,-3.920223758050123,
2024-03-08,EXIT_SHORT,SOXL,48.23240661621094,48.23240661621094,9980.879053795987,,,,0.0,481401.8169099107,,,
2024-03-11,ENTER_SHORT,SOXL,46.08436584472656,,9841.005892116154,453516.51581239054,1.0,15.220000267028809,0.0,453516.51581239054,3.2564484624427736,-1.7823141384189056,
2024-03-11,EXIT_SHORT,SOXL,46.08436584472656,46.08436584472656,9841.005892116154,,,,0.0,453516.51581239054,,,
2024-03-14,ENTER_SHORT,SOXL,42.89186096191406,,10327.058672272226,442946.7647166292,1.0,14.399999618530272,0.0,442946.7647166292,4.727269952947433,-1.790024868546769,
2024-03-14,EXIT_SHORT,SOXL,42.89186096191406,42.89186096191406,10327.058672272226,,,,0.0,442946.7647166292,,,
2024-04-02,ENTER_SHORT,SOXL,45.24463653564453,,10643.047145711427,481540.7997394425,1.0,14.609999656677246,0.0,481540.7997394425,7.032967508978882,-1.2854316398522414,
2024-04-02,EXIT_SHORT,SOXL,45.24463653564453,45.24463653564453,10643.047145711427,,,,0.0,481540.7997394425,,,
2024-04-04,STOP_LOSS_LONG,SMH,223.30238342285156,218.2406311035156,7006.44516630404,,,,-35464.89007083974,445936.926839071,,,-2.6647818395656873
2024-04-04,ENTER_LONG,SMH,218.2406311035156,,6129.980351287861,1337810.780517213,3.0,16.350000381469727,0.0,445936.926839071,,,
2024-04-04,ENTER_SHORT,SOXL,41.78324508666992,,10672.625496513623,445936.926839071,1.0,16.350000381469727,0.0,445936.926839071,14.096304734949738,-2.6647818395656886,
2024-04-04,EXIT_SHORT,SOXL,41.78324508666992,41.78324508666992,10672.625496513623,,,,0.0,445936.926839071,,,
2024-04-10,ENTER_SHORT,SOXL,42.49327850341797,,10817.869234102965,459686.7301782941,1.0,15.800000190734863,0.0,459686.7301782941,5.473969783420429,-0.8701498409592778,
2024-04-10,EXIT_SHORT,SOXL,42.49327850341797,42.49327850341797,10817.869234102965,,,,0.0,459686.7301782941,,,
2024-04-12,STOP_LOSS_LONG,SMH,218.2406311035156,219.02468872070312,6129.980351287861,,,,4806.257787637129,450743.1846267081,,,-2.916725030024874
2024-04-12,ENTER_LONG,SMH,219.02468872070312,,6173.868168827608,1352229.5538801244,3.0,17.309999465942383,0.0,450743.1846267081,,,
2024-04-12,ENTER_SHORT,SOXL,40.93515396118164,,11011.151565574737,450743.1846267081,1.0,17.309999465942383,0.0,450743.1846267081,16.09657708311001,-2.9167250300248693,
2024-04-12,EXIT_SHORT,SOXL,40.93515396118164,40.93515396118164,11011.151565574737,,,,0.0,450743.1846267081,,,
2024-04-15,ENTER_SHORT,SOXL,39.2291145324707,,10971.436398962016,430399.73508059885,1.0,19.229999542236328,0.0,430399.73508059885,11.091855202373434,-1.5044375777570562,
2024-04-15,EXIT_SHORT,SOXL,39.2291145324707,39.2291145324707,10971.436398962016,,,,0.0,430399.73508059885,,,
2024-04-17,STOP_LOSS_LONG,SMH,219.02468872070312,210.8068084716797,6173.868168827608,,,,-50736.1092846829,400007.0753420252,,,-3.0845093305318168
2024-04-17,ENTER_LONG,SMH,210.8068084716797,,5692.516454881435,1200021.2260260757,3.0,18.209999084472656,0.0,400007.0753420252,,,
2024-04-19,STOP_LOSS_LONG,SMH,210.8068084716797,197.7157440185547,5692.516454881435,,,,-74521.0998113275,325485.97553069773,,,-4.515174332497841
2024-04-19,ENTER_LONG,SMH,197.7157440185547,,4938.6958607629,976457.9265920932,3.0,18.709999084472656,0.0,325485.97553069773,,,
2024-04-19,ENTER_SHORT,SOXL,30.363615036010746,,10719.60552604414,325485.97553069773,1.0,18.709999084472656,0.0,325485.97553069773,3.9444393581814285,-4.51517433249784,
2024-04-19,EXIT_SHORT,SOXL,30.363615036010746,30.363615036010746,10719.60552604414,,,,0.0,325485.97553069773,,,
2024-04-30,ENTER_SHORT,SOXL,37.65127182006836,,10581.914693230645,398422.5464916023,1.0,15.649999618530272,0.0,398422.5464916023,6.6802967766848464,-1.9644686178600712,
2024-04-30,EXIT_SHORT,SOXL,37.65127182006836,37.65127182006836,10581.914693230645,,,,0.0,398422.5464916023,,,
2024-05-01,STOP_LOSS_LONG,SMH,197.7157440185547,206.2909393310547,4938.6958607629,,,,42350.28159507718,367836.2571257749,,,-2.9146607340851514
2024-05-01,ENTER_LONG,SMH,206.2909393310547,,5349.283758926606,1103508.7713773248,3.0,15.390000343322754,0.0,367836.2571257749,,,
2024-05-29,ENTER_SHORT,SOXL,50.27400970458984,,11308.47512778253,568522.3883182517,1.0,14.279999732971191,0.0,568522.3883182517,10.526313070017878,-1.673139776149568,
2024-05-29,EXIT_SHORT,SOXL,50.27400970458984,50.27400970458984,11308.47512778253,,,,0.0,568522.3883182517,,,
2024-06-20,STOP_LOSS_LONG,SMH,206.2909393310547,266.9028625488281,5349.283758926606,,,,324230.37646614196,692066.6335919169,,,-2.8327778485735844
2024-06-20,ENTER_LONG,SMH,266.9028625488281,,8427.097925044736,2249216.5591737297,3.25,13.279999732971191,0.0,692066.6335919169,,,
2024-06-20,ENTER_SHORT,SOXL,59.18882369995117,,11692.522174460579,692066.6335919169,1.0,13.279999732971191,0.0,692066.6335919169,7.967475829590032,-2.8327778485735866,
2024-06-20,EXIT_SHORT,SOXL,59.18882369995117,59.18882369995117,11692.522174460579,,,,0.0,692066.6335919169,,,
