date,action,price,shares,leverage,vix,equity,entry,exit,pnl,shares_before,shares_after,qty_diff,notional_diff
2025-02-19,REBALANCE,256.541748046875,,,,,,,,1123.0,1118.0,-5.0,1039.4792957302998
2025-02-20,REBALANCE,257.00030517578125,,,,,,,,1118.0,1116.0,-2.0,269.4374256131123
2025-02-21,REBALANCE,249.2145538330078,,,,,,,,1116.0,1151.0,35.0,8933.461683273606
2025-02-24,REBALANCE,242.6649169921875,,,,,,,,1151.0,1182.0,31.0,7749.584302902513
2025-02-25,REBALANCE,237.51095581054688,,,,,,,,1182.0,1208.0,26.0,6318.953992843919
2025-02-26,REBALANCE,243.06369018554688,,,,,,,,1208.0,1180.0,-28.0,6564.0339832303
2025-02-27,REBALANCE,228.08029174804688,,,,,,,,1180.0,1258.0,78.0,17922.159498215013
2025-02-28,REBALANCE,232.04795837402344,,,,,,,,1258.0,1237.0,-21.0,4859.427873611159
2025-03-03,BEAR_EXIT,,1237.0,,,236337.1552168529,108.614501953125,222.3182373046875,140651.5206298828,,,,
2025-05-23,ENTER,236.70347595214844,2995.3572198233846,3.0,22.290000915527344,236337.1552168529,,,,,,,
2025-05-27,REBALANCE,244.21011352539065,,,,,,,,2995.3572198233846,2903.0,-92.35721982338464,22485.06105160853
2025-05-28,REBALANCE,241.60821533203125,,,,,,,,2903.0,2934.0,31.0,7622.816541671986
2025-05-29,REBALANCE,243.3228759765625,,,,,,,,2934.0,2913.0,-21.0,4897.8524646756705
2025-05-30,STOP,,2913.0,,,232083.08642294956,236.70347595214844,234.6398836556624,-4254.068793903352,,,,
2025-05-30,RE_ENTER,239.0063018798828,2913.100005282547,3.0,18.56999969482422,232083.08642294956,,,,,,,
2025-06-02,REBALANCE,242.54530334472656,,,,,,,,2913.100005282547,2870.0,-43.100005282547045,10309.465185931185
2025-06-03,REBALANCE,248.0182647705078,,,,,,,,2870.0,2807.0,-63.0,15563.16062250873
2025-06-04,REBALANCE,250.96908569335935,,,,,,,,2807.0,2774.0,-33.0,8220.964272410958
2025-06-05,REBALANCE,250.52047729492188,,,,,,,,2774.0,2779.0,5.0,1305.4552527354099
2025-06-06,REBALANCE,251.946044921875,,,,,,,,2779.0,2763.0,-16.0,3908.799569041934
2025-06-09,REBALANCE,256.16290283203125,,,,,,,,2763.0,2717.0,-46.0,11528.841256053653
2025-06-10,REBALANCE,261.257080078125,,,,,,,,2717.0,2664.0,-53.0,13586.227303416934
2025-06-11,REBALANCE,261.0676574707031,,,,,,,,2664.0,2666.0,2.0,765.0197668955661
2025-06-12,REBALANCE,262.3337097167969,,,,,,,,2666.0,2654.0,-12.0,3132.4108361317776
2025-06-13,REBALANCE,256.19281005859375,,,,,,,,2654.0,2717.0,63.0,16313.541373340879
2025-06-16,REBALANCE,262.5630187988281,,,,,,,,2717.0,2651.0,-66.0,17134.462807567324
2025-06-17,REBALANCE,260.778564453125,,,,,,,,2651.0,2669.0,18.0,4925.284903614316
2025-06-18,REBALANCE,261.77545166015625,,,,,,,,2669.0,2659.0,-10.0,2429.42121210834
2025-06-20,REBALANCE,259.462646484375,,,,,,,,2659.0,2683.0,24.0,6338.082266895566
2025-06-23,REBALANCE,261.1075439453125,,,,,,,,2683.0,2666.0,-17.0,4302.281136424746
2025-06-24,REBALANCE,270.69769287109375,,,,,,,,2666.0,2572.0,-94.0,25430.789925487246
2025-06-25,REBALANCE,274.3463439941406,,,,,,,,2572.0,2537.0,-35.0,9369.537484080996
2025-06-26,REBALANCE,276.34014892578125,,,,,,,,2537.0,2519.0,-18.0,4825.69855585834
2025-06-27,REBALANCE,277.5563659667969,,,,,,,,2519.0,2508.0,-11.0,2915.226601512637
2025-06-30,REBALANCE,278.0149230957031,,,,,,,,2508.0,2504.0,-4.0,1012.1678551747464
2025-07-01,REBALANCE,274.9843444824219,,,,,,,,2504.0,2531.0,27.0,7688.460684864316
2025-07-02,REBALANCE,280.3775634765625,,,,,,,,2531.0,2483.0,-48.0,13386.353890330996
2025-07-03,REBALANCE,282.740234375,,,,,,,,2483.0,2462.0,-21.0,5794.742684276309
2025-07-07,REBALANCE,278.8922119140625,,,,,,,,2462.0,2496.0,34.0,9616.633536426816
2025-07-08,REBALANCE,282.6006774902344,,,,,,,,2496.0,2463.0,-33.0,9122.031746776309
2025-07-09,REBALANCE,284.53466796875,,,,,,,,2463.0,2446.0,-17.0,4559.627938182559
2025-07-10,REBALANCE,286.62811279296875,,,,,,,,2446.0,2429.0,-17.0,4843.104622752871
2025-07-11,REBALANCE,286.59820556640625,,,,,,,,2429.0,2429.0,0.0,102.21794804790989
2025-07-14,REBALANCE,284.4349670410156,,,,,,,,2429.0,2447.0,18.0,5356.724326221738
2025-07-15,REBALANCE,289.89794921875,,,,,,,,2447.0,2401.0,-46.0,13131.022469432559
2025-07-16,REBALANCE,288.3826599121094,,,,,,,,2401.0,2414.0,13.0,3842.4928198740818
2025-07-17,REBALANCE,290.80511474609375,,,,,,,,2414.0,2394.0,-20.0,5754.287728221621
2025-07-18,REBALANCE,289.40948486328125,,,,,,,,2394.0,2405.0,11.0,3402.9525061533786
2025-07-21,REBALANCE,289.6088562011719,,,,,,,,2405.0,2404.0,-1.0,260.03989496966824
2025-07-22,REBALANCE,284.48480224609375,,,,,,,,2404.0,2447.0,43.0,12347.794669239316
2025-07-23,REBALANCE,285.720947265625,,,,,,,,2447.0,2436.0,-11.0,2909.898690135684
2025-07-24,REBALANCE,286.9072570800781,,,,,,,,2436.0,2426.0,-10.0,2656.8189782216214
2025-07-25,REBALANCE,286.59820556640625,,,,,,,,2426.0,2429.0,3.0,962.0125647471286
2025-07-28,REBALANCE,290.5060729980469,,,,,,,,2429.0,2396.0,-33.0,9389.992043407168
2025-07-29,REBALANCE,291.9914245605469,,,,,,,,2396.0,2384.0,-12.0,3362.1939782216214
2025-07-30,REBALANCE,295.3410339355469,,,,,,,,2384.0,2357.0,-27.0,7843.765633495059
2025-07-31,REBALANCE,287.88421630859375,,,,,,,,2357.0,2418.0,61.0,17706.161429493222
2025-08-01,REBALANCE,283.0692138671875,,,,,,,,2418.0,2459.0,41.0,11787.900137989316
2025-08-04,REBALANCE,289.28985595703125,,,,,,,,2459.0,2406.0,-53.0,15114.496529491153
2025-08-05,REBALANCE,286.2094421386719,,,,,,,,2406.0,2432.0,26.0,7629.34148320416
2025-08-06,REBALANCE,285.7309265136719,,,,,,,,2432.0,2436.0,4.0,1351.6459875986911
2025-08-07,REBALANCE,290.2169494628906,,,,,,,,2436.0,2399.0,-37.0,10719.229622752871
2025-08-08,REBALANCE,292.6194763183594,,,,,,,,2399.0,2379.0,-20.0,5744.8644188954495
2025-08-11,REBALANCE,292.4898681640625,,,,,,,,2379.0,2380.0,1.0,415.86290654400364
2025-08-12,REBALANCE,299.1690979003906,,,,,,,,2380.0,2327.0,-53.0,15773.193734080996
2025-08-13,REBALANCE,300.345458984375,,,,,,,,2327.0,2318.0,-9.0,2654.623787791934
2025-08-14,REBALANCE,300.98345947265625,,,,,,,,2318.0,2313.0,-5.0,1430.3997887684964
2025-08-15,REBALANCE,294.73291015625,,,,,,,,2313.0,2362.0,49.0,14532.038077442441
2025-08-18,REBALANCE,295.93914794921875,,,,,,,,2362.0,2352.0,-10.0,2759.0081872059964
2025-08-19,REBALANCE,289.9677429199219,,,,,,,,2352.0,2401.0,49.0,14245.127921192441
2025-08-20,REBALANCE,288.06365966796875,,,,,,,,2401.0,2416.0,15.0,4608.412406055722
2025-08-21,REBALANCE,286.56829833984375,,,,,,,,2416.0,2429.0,13.0,3900.250479786191
2025-08-22,REBALANCE,292.7291564941406,,,,,,,,2429.0,2378.0,-51.0,14789.861855418887
2025-08-25,REBALANCE,293.00830078125,,,,,,,,2378.0,2376.0,-2.0,524.4799889638089
2025-08-26,REBALANCE,295.8294982910156,,,,,,,,2376.0,2353.0,-23.0,6641.628670604434
2025-08-27,REBALANCE,296.7366638183594,,,,,,,,2353.0,2346.0,-7.0,1972.1106957509182
2025-08-28,REBALANCE,297.952880859375,,,,,,,,2346.0,2336.0,-10.0,2748.199227245059
2025-08-29,REBALANCE,289.3895568847656,,,,,,,,2336.0,2405.0,69.0,20235.25438603619
2025-09-02,REBALANCE,285.59136962890625,,,,,,,,2405.0,2437.0,32.0,9402.01531132916
2025-09-03,REBALANCE,285.54150390625,,,,,,,,2437.0,2438.0,1.0,384.61424931744114
2025-09-04,REBALANCE,288.9608459472656,,,,,,,,2438.0,2409.0,-29.0,8237.283150584903
2025-09-05,REBALANCE,292.3702697753906,,,,,,,,2409.0,2381.0,-28.0,8070.7206200673245
2025-09-08,REBALANCE,295.6001892089844,,,,,,,,2381.0,2355.0,-26.0,7574.791237743106
2025-09-09,REBALANCE,296.8861999511719,,,,,,,,2355.0,2345.0,-10.0,2917.7416161610745
2025-09-10,REBALANCE,299.8968200683594,,,,,,,,2345.0,2321.0,-24.0,7008.783791454043
2025-09-11,REBALANCE,302.9872131347656,,,,,,,,2321.0,2297.0,-24.0,6984.0624169423245
2025-09-12,REBALANCE,303.37603759765625,,,,,,,,2297.0,2295.0,-2.0,605.4990929677151
2025-09-15,REBALANCE,306.2171936035156,,,,,,,,2295.0,2273.0,-22.0,6519.200051219668
2025-09-16,REBALANCE,306.2570495605469,,,,,,,,2273.0,2273.0,0.0,126.98561772564426
2025-09-17,REBALANCE,304.3031311035156,,,,,,,,2273.0,2288.0,15.0,4568.2422705576755
2025-09-18,REBALANCE,315.9867858886719,,,,,,,,2288.0,2203.0,-85.0,26728.50684443256
2025-09-19,REBALANCE,314.7306823730469,,,,,,,,2203.0,2212.0,9.0,2897.5660010264255
2025-09-22,REBALANCE,321.170654296875,,,,,,,,2212.0,2167.0,-45.0,14180.228035838809
2025-09-23,REBALANCE,320.7021179199219,,,,,,,,2167.0,2171.0,4.0,1287.769736377988
2025-09-24,REBALANCE,320.1139221191406,,,,,,,,2171.0,2175.0,4.0,1281.9343481943943
2025-09-25,REBALANCE,320.0640869140625,,,,,,,,2175.0,2175.0,0.0,109.87023076275364
2025-09-26,REBALANCE,320.8217468261719,,,,,,,,2175.0,2170.0,-5.0,1538.040078075137
2025-09-29,REBALANCE,321.65911865234375,,,,,,,,2170.0,2164.0,-6.0,1751.0282067372464
2025-09-30,REBALANCE,325.3476257324219,,,,,,,,2164.0,2140.0,-24.0,7803.002816112246
2025-10-01,REBALANCE,332.6549072265625,,,,,,,,2140.0,2093.0,-47.0,15632.242195995059
2025-10-02,REBALANCE,337.1907958984375,,,,,,,,2093.0,2064.0,-29.0,9491.076546580996
2025-10-03,REBALANCE,335.6356201171875,,,,,,,,2064.0,2074.0,10.0,3497.339346973691
2025-10-06,REBALANCE,342.3148498535156,,,,,,,,2074.0,2033.0,-41.0,13711.739327342715
2025-10-07,REBALANCE,336.0044860839844,,,,,,,,2033.0,2072.0,39.0,13152.139060108457
2025-10-08,REBALANCE,344.99652099609375,,,,,,,,2072.0,2018.0,-54.0,18583.53223505756
2025-10-09,REBALANCE,344.13916015625,,,,,,,,2018.0,2023.0,5.0,1776.4340735361911
2025-10-10,REBALANCE,324.330810546875,,,,,,,,2023.0,2146.0,123.0,40128.029532520566
2025-10-13,REBALANCE,338.69610595703125,,,,,,,,2146.0,2055.0,-91.0,30592.58411494037
2025-10-14,REBALANCE,332.46551513671875,,,,,,,,2055.0,2094.0,39.0,13032.62566289166
2025-10-15,REBALANCE,340.7198181152344,,,,,,,,2094.0,2043.0,-51.0,17218.03986445209
2025-10-16,REBALANCE,342.2350769042969,,,,,,,,2043.0,2034.0,-9.0,2937.0028466298245
2025-10-17,REBALANCE,341.76654052734375,,,,,,,,2034.0,2037.0,3.0,1096.1158362315036
2025-10-20,REBALANCE,346.1429443359375,,,,,,,,2037.0,2011.0,-26.0,8843.918343455996
2025-10-21,REBALANCE,344.2288818359375,,,,,,,,2011.0,2022.0,11.0,4004.9778967783786
2025-10-22,REBALANCE,337.5496826171875,,,,,,,,2022.0,2062.0,40.0,13723.801016895566
2025-10-23,REBALANCE,343.7304382324219,,,,,,,,2062.0,2025.0,-37.0,12522.904366405215
2025-10-24,REBALANCE,350.0508117675781,,,,,,,,2025.0,1988.0,-37.0,12603.634560497012
2025-10-27,REBALANCE,358.823486328125,,,,,,,,1988.0,1940.0,-48.0,17091.83155146381
2025-10-28,REBALANCE,361.983642578125,,,,,,,,1940.0,1923.0,-17.0,5999.007332713809
2025-10-29,REBALANCE,367.4665832519531,,,,,,,,1923.0,1894.0,-29.0,10388.980324657168
2025-10-30,REBALANCE,362.6017456054687,,,,,,,,1894.0,1920.0,26.0,9481.553092090995
2025-10-31,REBALANCE,361.8939208984375,,,,,,,,1920.0,1923.0,3.0,1412.9311438486911
2025-11-03,REBALANCE,364.9643859863281,,,,,,,,1923.0,1907.0,-16.0,5577.254982860293
2025-11-04,REBALANCE,351.665771484375,,,,,,,,1907.0,1979.0,72.0,25622.633048145566
2025-11-05,REBALANCE,358.3848571777344,,,,,,,,1979.0,1942.0,-37.0,12994.373085887637
2025-11-06,REBALANCE,350.0009460449219,,,,,,,,1942.0,1989.0,47.0,16547.42204961041
2025-11-07,REBALANCE,347.0401611328125,,,,,,,,1989.0,2006.0,17.0,5986.378775684629
2025-11-10,REBALANCE,357.67706298828125,,,,,,,,2006.0,1946.0,-60.0,21250.929085643496
2025-11-11,REBALANCE,349.9610595703125,,,,,,,,1946.0,1989.0,43.0,15225.037345020566
2025-11-12,REBALANCE,354.4271545410156,,,,,,,,1989.0,1964.0,-25.0,8706.351113231387
2025-11-13,REBALANCE,343.7503967285156,,,,,,,,1964.0,2025.0,61.0,21123.480094044004
2025-11-14,REBALANCE,343.909912109375,,,,,,,,2025.0,2024.0,-1.0,168.31275263568386
2025-11-17,REBALANCE,339.244384765625,,,,,,,,2024.0,2052.0,28.0,9618.624503223691
2025-11-18,REBALANCE,332.25616455078125,,,,,,,,2052.0,2095.0,43.0,14459.609610645566
2025-11-19,REBALANCE,338.3870849609375,,,,,,,,2095.0,2057.0,-38.0,12671.683724315371
2025-11-20,REBALANCE,324.091552734375,,,,,,,,2057.0,2148.0,91.0,29592.935294239316
2025-11-21,REBALANCE,325.1183776855469,,,,,,,,2148.0,2141.0,-7.0,2105.0159997059964
2025-11-24,REBALANCE,338.06805419921875,,,,,,,,2141.0,2059.0,-82.0,27554.444771678653
2025-11-25,REBALANCE,338.955322265625,,,,,,,,2059.0,2054.0,-5.0,1659.7492760731839
2025-11-26,REBALANCE,346.63140869140625,,,,,,,,2054.0,2008.0,-46.0,15731.654183299746
2025-11-28,REBALANCE,351.187255859375,,,,,,,,2008.0,1982.0,-26.0,8934.750496776309
2025-12-01,REBALANCE,351.8651428222656,,,,,,,,1982.0,1978.0,-4.0,1147.4538048817776
2025-12-02,REBALANCE,358.3150634765625,,,,,,,,1978.0,1943.0,-35.0,12497.936287791934
2025-12-03,REBALANCE,363.23974609375,,,,,,,,1943.0,1916.0,-27.0,9525.567391307559
2025-12-04,REBALANCE,360.4783325195313,,,,,,,,1916.0,1931.0,15.0,5572.7741614267
2025-12-05,REBALANCE,363.28961181640625,,,,,,,,1931.0,1916.0,-15.0,5262.981148631778
2025-12-08,REBALANCE,367.4067687988281,,,,,,,,1916.0,1895.0,-21.0,7702.109749705996
2025-12-09,REBALANCE,367.8553771972656,,,,,,,,1895.0,1892.0,-3.0,836.6805199696682
2025-12-10,REBALANCE,372.9395751953125,,,,,,,,1892.0,1866.0,-26.0,9352.417000682559
2025-12-11,REBALANCE,369.7395324707031,,,,,,,,1866.0,1883.0,17.0,6315.29167851666
2025-12-12,REBALANCE,353.02154541015625,,,,,,,,1883.0,1972.0,89.0,31509.689261524472
2025-12-15,REBALANCE,351.8053283691406,,,,,,,,1972.0,1979.0,7.0,2489.1517249033786
2025-12-16,REBALANCE,350.8482971191406,,,,,,,,1979.0,1984.0,5.0,1920.4792700693943
2025-12-17,REBALANCE,338.18768310546875,,,,,,,,1984.0,2058.0,74.0,25284.89598759869
2025-12-18,REBALANCE,346.1728515625,,,,,,,,2058.0,2011.0,-47.0,16174.469246776309
2025-12-19,REBALANCE,355.125,,,,,,,,2011.0,1960.0,-51.0,17907.11573115131
2025-12-22,REBALANCE,359.70001220703125,,,,,,,,1960.0,1935.0,-25.0,8762.764656932559
2025-12-23,REBALANCE,363.1600036621094,,,,,,,,1935.0,1917.0,-18.0,6465.3478173329495
2025-12-24,REBALANCE,364.1700134277344,,,,,,,,1917.0,2071.0,154.0,56156.115133619285
2025-12-26,REBALANCE,365.8599853515625,,,,,,,,2071.0,2061.0,-10.0,3425.9987884998554
2025-12-29,REBALANCE,364.2099914550781,,,,,,,,2061.0,1911.0,-150.0,54387.533120067324
2025-12-30,REBALANCE,363.30999755859375,,,,,,,,1911.0,1916.0,5.0,1963.8539343760349
2025-12-31,REBALANCE,360.1300048828125,,,,,,,,1916.0,1933.0,17.0,6240.169913379941
2026-01-02,REBALANCE,373.2999877929687,,,,,,,,1933.0,1865.0,-68.0,25339.617134959786
2026-01-05,REBALANCE,377.5899963378906,,,,,,,,1865.0,1843.0,-22.0,7956.0839013173245
2026-01-06,REBALANCE,387.6199951171875,,,,,,,,1843.0,1796.0,-47.0,18134.39173212787
2026-01-07,REBALANCE,385.0199890136719,,,,,,,,1796.0,1808.0,12.0,4753.359000294004
2026-01-08,REBALANCE,378.9800109863281,,,,,,,,1808.0,1837.0,29.0,11053.399405567441
2026-01-09,REBALANCE,389.2200012207031,,,,,,,,1837.0,1788.0,-49.0,18747.88297358295
2026-01-12,REBALANCE,390.6600036621094,,,,,,,,1788.0,1782.0,-6.0,2250.8272790028714
2026-01-13,REBALANCE,391.5299987792969,,,,,,,,1782.0,1778.0,-4.0,1457.1985558583401
2026-01-14,REBALANCE,388.3500061035156,,,,,,,,1778.0,1792.0,14.0,5762.94841679791
2026-01-15,REBALANCE,396.4100036621094,,,,,,,,1792.0,1756.0,-36.0,14117.467293651309
2026-01-16,REBALANCE,400.3900146484375,,,,,,,,1756.0,1738.0,-18.0,6835.606453807559
2026-01-20,REBALANCE,390.3900146484375,,,,,,,,1738.0,1783.0,45.0,17751.413809864316
2026-01-21,REBALANCE,401.9299926757813,,,,,,,,1783.0,1732.0,-51.0,20391.917672069394
2026-01-22,REBALANCE,402.8200073242187,,,,,,,,1732.0,1728.0,-4.0,1434.9934166980674
2026-01-23,REBALANCE,400.0899963378906,,,,,,,,1728.0,1740.0,12.0,4893.745596973691
2026-01-26,REBALANCE,398.8200073242187,,,,,,,,1740.0,1745.0,5.0,2302.4465247081826
2026-01-27,REBALANCE,407.25,,,,,,,,1745.0,1709.0,-36.0,14401.990731151309
2026-01-28,REBALANCE,416.6300048828125,,,,,,,,1709.0,1671.0,-38.0,15771.419075877871
2026-01-29,REBALANCE,417.5199890136719,,,,,,,,1671.0,1667.0,-4.0,1426.642372997012
2026-01-30,REBALANCE,403.4599914550781,,,,,,,,1667.0,1725.0,58.0,23681.453513233457
