date,equity
2024-11-01,2413503.0687445207
2024-11-04,2399650.941409926
2024-11-05,2516240.678089002
2024-11-06,2703823.621097426
2024-11-07,2883036.9881781135
2024-11-08,2834554.320667127
2024-11-11,2739914.7614184394
2024-11-12,2685771.823430158
2024-11-13,2583740.65305589
2024-11-14,2600955.7542826966
2024-11-15,2453356.3377676816
2024-11-18,2502126.4046011767
2024-11-19,2583103.484145244
2024-11-20,2440797.704139293
2024-11-21,2548274.3899303097
2024-11-22,2503592.3827281613
2024-11-25,2474610.9017406125
2024-11-26,2407109.7194761164
2024-11-27,2269908.8123186454
2024-11-29,2380807.2140215263
2024-12-02,2544867.402192914
2024-12-03,2560587.7459734324
2024-12-04,2680917.9145220155
2024-12-05,2543725.225070965
2024-12-06,2554046.5987281925
2024-12-09,2469479.3112526066
2024-12-10,2396777.62777815
2024-12-11,2572727.853776075
2024-12-12,2501388.498215772
2024-12-13,2684831.831208326
2024-12-16,2797535.8101969734
2024-12-17,2653306.1821500827
2024-12-18,2502069.794272275
2024-12-19,2405291.171530576
2024-12-20,2359452.2777821016
2024-12-23,2581520.8175770245
2024-12-24,2644500.3030506563
2024-12-26,2631611.624095579
2024-12-27,2504596.765633542
2024-12-30,2361838.8709617583
2024-12-31,2289728.504903408
2025-01-02,2365603.5445762593
2025-01-03,2570929.6325279204
2025-01-06,2812744.6410728423
2025-01-07,2669556.2318412745
2025-01-08,2612496.249602506
2025-01-10,2517393.0789134637
2025-01-13,2373903.6842758907
2025-01-14,2397192.3907425655
2025-01-15,2565159.6296646846
2025-01-16,2596598.291743542
2025-01-17,2770096.414653088
2025-01-21,2890613.8108628048
2025-01-22,3029762.350474621
2025-01-23,2881991.148913677
2025-01-24,2717722.411197001
2025-01-27,2562816.6266032513
2025-01-28,2714097.213151104
2025-01-29,2684101.9932719534
2025-01-30,2867986.2749644583
2025-01-31,2817450.62234605
2025-02-03,2716111.433636104
2025-02-04,2807907.1961940867
2025-02-05,3001394.6643947694
2025-02-06,3042685.912609492
2025-02-07,2881662.84097816
