date,gap,signal,start_capital,day_pnl_dollars,day_pnl_pct,end_capital,vix,cumulative,peak,drawdown
2025-12-31,0.00030157759221588406,LONG,98195.3873909309,-543.7257798190727,-0.005537182491621699,97651.66161111183,14.949999809265137,0.9765166161111182,1.0362586756834062,-0.057651685794464926
2026-01-02,-0.00015660392958799168,LONG,97651.66161111183,-83.83882707752491,-0.0008585499283299942,97567.8227840343,14.510000228881836,0.9756782278403429,1.0362586756834062,-0.05846073887208804
2026-01-05,-0.00014365993565819676,LONG,97567.8227840343,-1301.9027371149753,-0.01334356655674,96265.92004691933,14.899999618530273,0.9626592004691932,1.0362586756834062,-0.07102423066873206
2026-01-06,0.0001566025249488692,LONG,96265.92004691933,2336.426479533781,0.024270546403078297,98602.34652645311,14.75,0.986023465264531,1.0362586756834062,-0.04847748115184216
2026-01-07,-0.0003629955615326926,LONG,98602.34652645311,-153.43251010083205,-0.0015560736179809783,98448.91401635228,15.380000114440918,0.9844891401635227,1.0362586756834062,-0.04995812024033653
2026-01-08,-0.00010471522012960406,LONG,98448.91401635228,-11.596002616406146,-0.00011778700387167359,98437.31801373587,15.449999809265137,0.9843731801373586,1.0362586756834062,-0.05007002282690606
2026-01-09,-0.00020982585174531175,LONG,98437.31801373587,4156.751044065439,0.04222739026154094,102594.06905780132,14.489999771118164,1.0259406905780128,1.0362586756834062,-0.009956958959681319
2026-01-12,-7.725670934831333e-05,LONG,102594.06905780132,860.0864621041981,0.008383393601628443,103454.15551990551,15.119999885559082,1.0345415551990549,1.0362586756834062,-0.00165703846408709
2026-01-13,0.00030576678330699995,LONG,103454.15551990551,-25.69584034633581,-0.0002483790063067278,103428.45967955918,15.979999542236328,1.0342845967955916,1.0362586756834062,-0.001905005896826632
2026-01-14,0.00012858508394197462,LONG,103428.45967955918,-927.1762262016075,-0.008964420712385873,102501.28345335757,16.75,1.0250128345335754,1.0362586756834062,-0.010852349334893902
2026-01-15,0.0002372183831825959,LONG,102501.28345335757,-1441.2761959661864,-0.014061055114710131,101060.00725739138,15.84000015258789,1.0106000725739135,1.0362586756834062,-0.02476080896748204
2026-01-16,0.0001982122480346851,LONG,101060.00725739138,-1536.0703592617785,-0.01519958686871589,99523.9368981296,15.859999656677246,0.9952393689812957,1.0362586756834062,-0.039584041769356995
2026-01-20,0.00020214503482221915,LONG,99523.9368981296,-426.25695224464533,-0.004282959110439452,99097.67994588496,20.09000015258789,0.9909767994588493,1.0362586756834062,-0.04369746404747232
2026-01-21,-0.0004439891609355808,LONG,99097.67994588496,1128.119270531045,0.011383912026468086,100225.799216416,16.899999618530273,1.0022579921641597,1.0362586756834062,-0.0328110001075005
2026-01-22,-0.0003328355846380428,LONG,100225.799216416,-954.7509556116424,-0.009525999922934649,99271.04826080435,15.640000343322754,0.9927104826080432,1.0362586756834062,-0.04202444244593976
2026-01-23,-0.00020070401854471438,LONG,99271.04826080435,-227.97181426807424,-0.0022964582147772627,99043.07644653627,16.09000015258789,0.9904307644653624,1.0362586756834062,-0.044224393284640666
2026-01-26,3.769967321586105e-05,LONG,99043.07644653627,203.2845206436139,0.002052485927709924,99246.36096717989,16.149999618530273,0.9924636096717986,1.0362586756834062,-0.04226267730180891
2026-01-27,-2.0904784840153003e-05,LONG,99246.36096717989,-164.19978201050446,-0.0016544665256271133,99082.16118516939,16.350000381469727,0.9908216118516936,1.0362586756834062,-0.04384722164255675
